Type,State,QuestionID,Category,Question,OptionA,OptionB,OptionC,OptionD,CorrectAnswer,CorrectIndex,Explanation
State-Specific,CT,CT-006,gdlLicensing,What training must a parent complete for their teen to get a license in Connecticut?,Nothing required,2-hour parent training course,4-hour safety course,8-hour defensive driving,B,1,Connecticut requires parents or guardians to complete a 2-hour training course about the rules and regulations for youth drivers.
State-Specific,CT,CT-007,gdlLicensing,What are the passenger restrictions for the first 6 months with a license in Connecticut?,No passengers under 21,No passengers except parents instructors or drivers 20+ with 4 years experience,One passenger only,Unlimited family members,B,1,For the first 6 months Connecticut teen drivers cannot have passengers except licensed instructors parents or licensed adults 20+ with 4+ years driving experience.
State-Specific,CT,CT-008,gdlLicensing,What passenger restrictions apply from 6 to 12 months with a license in Connecticut?,No passengers under 21,Only immediate family members,Two passengers under 18,Unlimited passengers,B,1,From 6 to 12 months with a license Connecticut teen drivers may only transport immediate family members as passengers.
State-Specific,CT,CT-009,gdlLicensing,What is the nighttime curfew for teen drivers in Connecticut?,10pm-5am,11pm-5am,Midnight-6am,1am-5am,B,1,Connecticut teen drivers aged 16 and 17 cannot drive between 11pm and 5am with limited exceptions for school religious activities or emergencies.
State-Specific,CT,CT-010,gdlLicensing,At what age do all GDL restrictions end in Connecticut?,17,17.5,18,21,C,2,All Connecticut GDL restrictions including passenger and curfew limitations end when you turn 18.
State-Specific,CT,CT-011,gdlLicensing,Can a teen with a permit have passengers other than the instructor in Connecticut?,Yes immediate family,Yes one friend,No only the instructor is allowed,Yes any licensed driver,C,2,Connecticut permit holders may not have any passengers in the vehicle except for the driving instructor supervising the practice.
State-Specific,CT,CT-012,gdlLicensing,What safe driving course is required for Connecticut teen drivers?,None,8-hour Safe Driving Practices course,16-hour defensive driving,Online only,B,1,Connecticut requires completion of an 8-hour Safe Driving Practices course through a licensed driving school before obtaining a driver's license.
State-Specific,CT,CT-013,cellPhone,Can drivers under 18 use hands-free phones while driving in Connecticut?,Yes hands-free is allowed,No all phone use is banned,Only for emergencies,Only for GPS,B,1,Connecticut prohibits drivers under 18 from using any mobile device while driving including hands-free devices. Only emergency calls are permitted.
State-Specific,CT,CT-014,cellPhone,What cell phone rule applies to adult drivers 18 and older in Connecticut?,No restrictions,Handheld banned but hands-free allowed,All phone use banned,Texting only banned,B,1,Connecticut drivers 18 and older may use cell phones only in hands-free mode. Handheld phone use is prohibited while driving.
State-Specific,CT,CT-015,cellPhone,Can you use a handheld phone while stopped at a red light in Connecticut?,Yes when stopped,No still prohibited,Only for calls not texting,Only to check GPS,B,1,Connecticut's distracted driving law applies to motorists temporarily stopped in traffic including at stop signs and traffic signals. Handheld use is prohibited.
State-Specific,CT,CT-016,cellPhone,What are school bus drivers prohibited from using in Connecticut?,Nothing special,All cell phones including hands-free,Only handheld phones,Only personal phones,B,1,Connecticut school bus drivers are prohibited from using any cell phone while driving including hands-free devices with limited exceptions for GPS and school communications.
State-Specific,CT,CT-017,cellPhone,Is Connecticut's handheld phone ban a primary or secondary offense?,Primary,Secondary,Depends on location,Only primary for teens,A,0,Connecticut's handheld phone ban is a primary offense meaning police can pull you over solely for using a handheld phone without observing another violation.
State-Specific,CT,CT-018,cellPhone,What activity does Connecticut law prohibit that could distract from safe driving?,Only phone use,Any activity that interferes with safe vehicle operation,Only eating,Only texting,B,1,Connecticut has a catch-all provision prohibiting drivers from engaging in any activity while driving that interferes with the safe operation of the vehicle.
State-Specific,CT,CT-019,duiStateLaws,What is Connecticut's drunk driving offense commonly called?,DUI,DWI,OUI,DWAI,C,2,Connecticut calls its impaired driving offense OUI which stands for Operating Under the Influence rather than DUI or DWI.
State-Specific,CT,CT-020,duiStateLaws,What is the legal BAC limit for drivers 21 and older in Connecticut?,0.05%,0.08%,0.10%,0.04%,B,1,The legal blood alcohol concentration limit for drivers 21 and older in Connecticut is 0.08%.
State-Specific,CT,CT-021,duiStateLaws,What is the BAC limit for drivers under 21 in Connecticut?,0.00%,0.02%,0.05%,0.08%,B,1,Connecticut has a zero tolerance policy for underage drinking and driving with a BAC limit of 0.02% for drivers under 21.
State-Specific,CT,CT-022,duiStateLaws,What is the BAC limit for commercial drivers in Connecticut?,0.08%,0.04%,0.02%,0.01%,B,1,Commercial drivers in Connecticut face a stricter BAC limit of 0.04% while operating commercial vehicles.
State-Specific,CT,CT-023,duiStateLaws,What BAC level results in enhanced penalties in Connecticut?,0.10%,0.12%,0.16%,0.20%,C,2,In Connecticut a BAC of 0.16% or higher results in enhanced penalties including longer jail time and higher fines.
State-Specific,CT,CT-024,duiStateLaws,What is implied consent in Connecticut?,You can refuse tests,By driving you consent to BAC testing if arrested,You agree to searches,You must carry insurance,B,1,Connecticut's implied consent law means by operating a vehicle you have consented to breath blood or urine testing if lawfully arrested for OUI.
State-Specific,CT,CT-025,duiStateLaws,What happens if you refuse a chemical test in Connecticut?,No penalty,45-day license suspension and required IID installation,Warning only,Fine only,B,1,Refusing a chemical test in Connecticut results in automatic license seizure a 45-day suspension and required ignition interlock device installation for one year.
State-Specific,CT,CT-026,duiStateLaws,Can you be charged with OUI without a BAC test in Connecticut?,No BAC test required,Yes based on officer observations and impairment,Only if you refuse test,Only for drugs,B,1,Connecticut can charge you with OUI based on police observations and field sobriety tests even without chemical test results if evidence shows impairment.
State-Specific,CT,CT-027,insurance,What type of insurance state is Connecticut?,No-fault,At-fault,Hybrid system,Choice no-fault,B,1,Connecticut is an at-fault insurance state meaning the driver who causes an accident is responsible for paying damages through their liability insurance.
State-Specific,CT,CT-028,insurance,Must you carry proof of insurance in your vehicle in Connecticut?,No electronic proof works,Yes proof required at all times,Only paper copies,Only after accidents,B,1,Connecticut requires drivers to carry proof of auto insurance in their vehicle and present it if requested by law enforcement.
State-Specific,CT,CT-029,insurance,What can happen if you drive without insurance in Connecticut?,Warning only,Fines license suspension and registration suspension,Points only,Nothing for first offense,B,1,Driving without insurance in Connecticut can result in significant fines suspension of your license and vehicle registration.
